id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
1317,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202006,$ (millions)
1318,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202006,$ (millions)
1319,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202009,$ (millions)
1320,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202009,$ (millions)
1321,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202009,$ (millions)
1322,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202012,$ (millions)
1323,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202012,$ (millions)
1324,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202012,$ (millions)
1325,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202103,$ (millions)
1326,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202103,$ (millions)
1327,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202103,$ (millions)
1328,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202106,$ (millions)
1329,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202106,$ (millions)
1330,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202106,$ (millions)
1331,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202109,$ (millions)
1332,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202109,$ (millions)
1333,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202109,$ (millions)
1334,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202112,$ (millions)
1335,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202112,$ (millions)
1336,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202112,$ (millions)
1337,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202203,$ (millions)
1338,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202203,$ (millions)
1339,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202203,$ (millions)
1340,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202206,$ (millions)
1341,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202206,$ (millions)
1342,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202206,$ (millions)
1343,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202209,$ (millions)
1344,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202209,$ (millions)
1345,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202209,$ (millions)
1346,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202212,$ (millions)
1347,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202212,$ (millions)
1348,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202212,$ (millions)
1349,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202303,$ (millions)
1350,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202303,$ (millions)
1351,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202303,$ (millions)
1352,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202306,$ (millions)
1353,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202306,$ (millions)
1354,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202306,$ (millions)
1355,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202309,$ (millions)
1356,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202309,$ (millions)
1357,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202309,$ (millions)
1358,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202312,$ (millions)
1359,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202312,$ (millions)
1360,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202312,$ (millions)
1361,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202403,$ (millions)
1362,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202403,$ (millions)
1363,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202403,$ (millions)
1364,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201703,$ (millions)
1365,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201706,$ (millions)
1366,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201709,$ (millions)
1367,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201712,$ (millions)
1368,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201803,$ (millions)
1369,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201806,$ (millions)
1370,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201809,$ (millions)
1371,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201812,$ (millions)
1372,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201903,$ (millions)
1373,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201906,$ (millions)
1374,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201909,$ (millions)
1375,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201912,$ (millions)
1376,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202003,$ (millions)
1377,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202006,$ (millions)
1378,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202009,$ (millions)
1379,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202012,$ (millions)
